,Transport_Name,state_link,route_title,route_link,Bus Name,Bus Type,Start Time,Starting Point,Duration,Reaching Time,Destination,Rating,Starting Price,Available Seats,Single Seats
0,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 1378,AC MULTI AXLE,13:46,Satellite Bus Stand,07h 39m,21:25,"Ksrtc b s, mavoor rd","2.7
36",INR 729,6 Seats available,
1,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 129,SWIFT-GARUDA A/C SEATER BUS,14:15,Satellite Bus Stand,08h 50m,23:05,Kozhikode,"4.3
96",INR 627,9 Seats available,
2,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 235,Swift Deluxe Non AC Air Bus (2+2),15:00,Satellite Bus Stand,10h 00m,01:00,"Ksrtc b s, mavoor rd","2.9
18",INR 620,4 Seats available,
3,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 370,AC MULTI AXLE,15:25,Satellite Bus Stand,08h 20m,23:45,"Ksrtc b s, mavoor rd","3.0
39",INR 729,17 Seats available,
4,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 380,Swift Deluxe Non AC Air Bus (2+2),16:15,Satellite Bus Stand,08h 45m,01:00,Kozhikode,"3.3
7",INR 567,4 Seats available,
5,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 553,Super Express Non AC Seater Air Bus (2+2),16:45,Satellite Bus Stand,09h 30m,02:15,"Ksrtc b s, mavoor rd","3.5
14",INR 640,15 Seats available,
6,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 51,Swift Deluxe Non AC Air Bus (2+2),19:00,Satellite Bus Stand,09h 30m,04:30,"Ksrtc b s, mavoor rd","3.9
43",INR 640,17 Seats available,
7,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 789,Super Fast Non AC Seater (2+3),20:00,Satellite Bus Stand,07h 45m,03:45,"Ksrtc b s, mavoor rd","3.8
83",INR 473,9 Seats available,
8,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 1585,Swift Deluxe Non AC Air Bus (2+2),20:40,Satellite Bus Stand,09h 30m,06:10,Kozhikode,"3.5
64",INR 640,20 Seats available,
9,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 1586,Swift Deluxe Non AC Air Bus (2+2),21:30,Satellite Bus Stand,09h 25m,06:55,Kozhikode,"3.5
41",INR 640,21 Seats available,
10,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 2133,Swift Deluxe Non AC Air Bus (2+2),22:10,Satellite Bus Stand,09h 25m,07:35,Kozhikode,"4.3
27",INR 640,8 Seats available,
11,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 574,Super Express Non AC Seater Air Bus (2+2),23:00,Satellite Bus Stand,10h 40m,09:40,Kozhikode,"3.4
35",INR 469,15 Seats available,
12,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 583,Super Express Non AC Seater Air Bus (2+2),23:30,Satellite Bus Stand,10h 20m,09:50,Kozhikode,"3.4
71",INR 469,9 Seats available,
13,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 56,SWIFT-GARUDA A/C SEATER BUS,23:40,Satellite Bus Stand,10h 20m,10:00,Kozhikode,"3.3
57",INR 627,14 Seats available,
14,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,MMK Travels,A/C Seater / Sleeper (2+1),22:30,Satellite Bus Stand,09h 00m,07:30,Calicut,"4.6
550",INR 800,23 Seats available,
15,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,SKS Tours & Travels,A/C Sleeper (2+1),21:15,Satellite Bus Stand,08h 30m,05:45,Calicut/Kozhikode,"4.4
110",INR 899,18 Seats available,2 Single
16,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,P K Travels,A/C Seater / Sleeper (2+1),21:30,Satellite Bus Stand,08h 30m,06:00,Calicut/Kozhikode,"4.1
70",INR 900,25 Seats available,4 Single
17,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,AdSAAM BUS,A/C Seater / Sleeper (2+1),21:45,Satellite Bus Stand,08h 05m,05:50,Calicut,"4.6
4",INR 700,10 Seats available,2 Single
18,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,DA Transports,A/C Sleeper (2+1),21:45,Satellite Bus Stand,09h 10m,06:55,NGO Quarters,"4.0
243",INR 899,20 Seats available,
19,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,National travels and logistics,A/C Sleeper (2+1),22:45,Satellite Bus Stand,08h 15m,07:00,Pavangad,"4.1
102",799,19 Seats available,4 Single
20,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,DLT BUS,A/C Sleeper (2+1),22:30,Satellite Bus Stand,09h 00m,07:30,MM Ali road,"4.2
318",INR 1099,9 Seats available,1 Single
21,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,AdSuraj Holidays,VE A/C Sleeper (2+1),22:30,Satellite Bus Stand,09h 00m,07:30,Calicut,"3.7
265",INR 880,17 Seats available,5 Single
22,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,NS Transports,Non A/C Seater / Sleeper (2+1),21:45,Satellite Bus Stand,08h 25m,06:10,Calicut,"4.1
270",INR 799,6 Seats available,2 Window
23,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,MMK Travels,A/C Sleeper (2+1),23:00,Satellite Bus Stand,08h 30m,07:30,Calicut,"4.4
38",INR 999,13 Seats available,2 Single
24,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,SAAM BUS,VE A/C Sleeper (2+1),21:45,Satellite Bus Stand,09h 00m,06:45,Mavoor,"4.2
300",INR 900,10 Seats available,4 Window
25,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),23:00,Satellite Bus Stand,10h 00m,09:00,M M Ali Road (Calicut),"4.1
344",INR 799,30 Seats available,10 Window
26,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Silver Line Travels,Non A/C Seater / Sleeper (2+1),22:15,Satellite Bus Stand,08h 30m,06:45,M M ALI ROAD,"4.3
4",665,24 Seats available,5 Single
27,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,P K Travels,A/C Sleeper (2+1),18:45,Satellite Bus Stand,11h 45m,06:30,Calicut/Kozhikode,"4.1
109",INR 1100,10 Seats available,3 Window
28,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Balaji Tourist,Volvo Multi-Axle A/C Semisleeper (2+2),20:15,Satellite Bus Stand,07h 00m,03:15,M M ALI ROAD,4.0,2250,49 Seats available,
29,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,National travels and logistics,NON A/C Sleeper (2+1),22:30,Satellite Bus Stand,07h 45m,06:15,Pavangad,"3.6
167",599,16 Seats available,2 Single
30,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),22:00,Satellite Bus Stand,08h 30m,06:30,Calicut,3.6,INR 699,27 Seats available,6 Single
31,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),22:00,Satellite Bus Stand,09h 05m,07:05,Mm Ali Road Palayam,"3.3
117",INR 900,20 Seats available,5 Single
32,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),21:00,Satellite Bus Stand,08h 30m,05:30,Calicut,"3.6
112",INR 899,27 Seats available,6 Single
33,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,NS Transports,VE A/C Sleeper (2+1),22:45,Satellite Bus Stand,08h 45m,07:30,Calicut,"3.9
293",INR 999,15 Seats available,5 Single
34,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,P K Travels,Non A/C Seater / Sleeper (2+1),18:45,Satellite Bus Stand,10h 30m,05:15,Calicut/Kozhikode,"3.6
77",INR 799,14 Seats available,1 Single
35,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Kalpaka Travels,NON A/C Semi Sleeper (2+2),22:00,Satellite Bus Stand,08h 30m,06:30,Calicut (Kalpaka Travels),"3.2
43",700,25 Seats available,1 Single
36,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Suraj Holidays,NON AC Seater / Sleeper 2+1,20:30,Satellite Bus Stand,09h 30m,06:00,M M Ali road,"3.3
100",INR 700,22 Seats available,5 Single
37,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,A1 Travels,Non A/C Seater / Sleeper (2+1),21:00,Satellite Bus Stand,09h 45m,06:45,Calicut,"2.9
265",INR 600,27 Seats available,5 Single
38,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,A1 Travels,A/C Seater / Sleeper (2+1),22:30,Satellite Bus Stand,08h 00m,06:30,Calicut,"2.8
63",648,29 Seats available,11 Single
39,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,A1 Travels,A/C Seater / Sleeper (2+1),21:45,Satellite Bus Stand,09h 15m,07:00,Calicut,"2.7
66",INR 650,38 Seats available,12 Single
40,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 2710,Super Fast Non AC Seater (2+3),07:20,Kozhikode,05h 46m,13:06,KSRTC Bus Stand,3.1,INR 269,45 Seats available,
41,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 764,Super Fast Non AC Seater (2+3),09:00,Kozhikode,05h 30m,14:30,KSRTC Bus Stand,3.1,INR 269,48 Seats available,
42,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 671,Super Fast Non AC Seater (2+3),09:10,Kozhikode,04h 51m,14:01,Vyttila,"2.0
8",INR 230,45 Seats available,
43,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 2571,Super Fast Non AC Seater (2+3),09:30,Kozhikode,06h 25m,15:55,KSRTC Bus Stand,3.1,INR 261,41 Seats available,
44,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 721,Super Fast Non AC Seater (2+3),09:35,Kozhikode,05h 35m,15:10,Vyttila,3.1,INR 269,45 Seats available,
45,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,A1 Travels,A/C Seater / Sleeper (2+1),20:05,Kozhikode,03h 54m,23:59,Vyttila,"3.2
148",555,28 Seats available,8 Single
46,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,A1 Travels,NON A/C Semi Sleeper (2+2),21:00,Kozhikode,04h 30m,01:30,Athani (Ekm),"4.0
45",INR 500,25 Seats available,1 Single
47,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Galaxy Tours,A/C Semi Sleeper (2+2),21:45,Kozhikode,04h 16m,02:01,Vyttila,"3.2
7",INR 800,13 Seats available,8 Window
48,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,21:45,Kozhikode,04h 15m,02:00,Vyttila,"3.3
7",INR 700,36 Seats available,11 Single
49,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,BLM Transports,A/C Sleeper (2+1),22:00,Kozhikode,04h 45m,02:45,Vyttila,"3.5
7",855,3 Seats available,1 Single
50,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,KSRTC (Kerala) - 2132,Swift Deluxe Non AC Air Bus (2+2),07:30,"Ksrtc b s, mavoor rd",08h 20m,15:50,Satellite Bus Stand,"3.2
14",INR 740,15 Seats available,
51,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,KSRTC (Kerala) - 580,Super Express Non AC Seater Air Bus (2+2),08:05,"Ksrtc b s, mavoor rd",08h 40m,16:45,Satellite Bus Stand,"3.5
42",INR 606,17 Seats available,
52,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,KSRTC (Kerala) - 53,SWIFT-GARUDA A/C SEATER BUS,08:30,"Ksrtc b s, mavoor rd",08h 35m,17:05,Satellite Bus Stand,"4.1
91",INR 945,32 Seats available,
53,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,KSRTC (Kerala) - 579,Super Express Non AC Seater Air Bus (2+2),10:00,"Ksrtc b s, mavoor rd",08h 30m,18:30,Satellite Bus Stand,"3.9
47",INR 606,6 Seats available,
54,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,KSRTC (Kerala) - 55,SWIFT-GARUDA A/C SEATER BUS,12:00,"Ksrtc b s, mavoor rd",08h 20m,20:20,Satellite Bus Stand,"4.3
67",INR 945,26 Seats available,
55,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,KSRTC (Kerala) - 805,Super Fast Non AC Seater (2+3),13:30,"Ksrtc b s, mavoor rd",08h 35m,22:05,Bangalore,"4.0
66",INR 432,28 Seats available,
56,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,KSRTC (Kerala) - 578,Super Express Non AC Seater Air Bus (2+2),18:00,"Ksrtc b s, mavoor rd",09h 15m,03:15,Satellite Bus Stand,"3.2
37",INR 663,20 Seats available,
57,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,KSRTC (Kerala) - 72,SWIFT-GARUDA A/C SEATER BUS,19:05,"Ksrtc b s, mavoor rd",09h 15m,04:20,Satellite Bus Stand,"3.7
56",INR 1037,38 Seats available,
58,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,KSRTC (Kerala) - 1583,Swift Deluxe Non AC Air Bus (2+2),20:00,"Ksrtc b s, mavoor rd",09h 15m,05:15,Satellite Bus Stand,"3.5
25",INR 832,27 Seats available,
59,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,KSRTC (Kerala) - 234,Swift Deluxe Non AC Air Bus (2+2),21:00,"Ksrtc b s, mavoor rd",09h 40m,06:40,Satellite Bus Stand,"3.7
51",INR 801,19 Seats available,
60,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,KSRTC (Kerala) - 1584,Swift Deluxe Non AC Air Bus (2+2),21:30,"Ksrtc b s, mavoor rd",08h 45m,06:15,Satellite Bus Stand,"3.9
34",INR 832,24 Seats available,
61,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,KSRTC (Kerala) - 50,Swift Deluxe Non AC Air Bus (2+2),22:00,"Ksrtc b s, mavoor rd",09h 10m,07:10,Satellite Bus Stand,"3.9
71",INR 832,16 Seats available,
62,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,MMK Travels,A/C Seater / Sleeper (2+1),21:30,"Ksrtc b s, mavoor rd",08h 30m,06:00,Kalasipalyam,"4.4
560",INR 850,23 Seats available,
63,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,DLT BUS,A/C Sleeper (2+1),21:45,"Ksrtc b s, mavoor rd",08h 45m,06:30,Majestic,"4.3
327",INR 950,9 Seats available,2 Single
64,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,MMK Travels,A/C Sleeper (2+1),21:00,"Ksrtc b s, mavoor rd",08h 30m,05:30,Majestic,"4.5
61",INR 900,13 Seats available,2 Single
65,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,AdSAAM BUS,A/C Seater / Sleeper (2+1),21:15,"Ksrtc b s, mavoor rd",09h 00m,06:15,Kalasipalyam,4.2,720,23 Seats available,2 Single
66,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),12:15,"Ksrtc b s, mavoor rd",09h 30m,21:45,Madiwala,"4.3
239",INR 799,20 Seats available,5 Window
67,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,National travels and logistics,A/C Sleeper (2+1),21:00,"Ksrtc b s, mavoor rd",09h 15m,06:15,Madiwala,"4.6
81",749,18 Seats available,2 Single
68,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,SKS Tours & Travels,A/C Sleeper (2+1),21:00,"Ksrtc b s, mavoor rd",09h 00m,06:00,Kengeri,"4.4
88",INR 899,22 Seats available,3 Single
69,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,AdSAAM BUS,VE A/C Sleeper (2+1),20:30,"Ksrtc b s, mavoor rd",09h 45m,06:15,Madiwala,"4.2
237",INR 900,5 Seats available,
70,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,NS Transports,Non A/C Seater / Sleeper (2+1),20:30,"Ksrtc b s, mavoor rd",10h 00m,06:30,Bommasandra,"4.1
212",INR 649,6 Seats available,1 Single
71,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,NS Transports,Non A/C Seater / Sleeper (2+1),19:30,"Ksrtc b s, mavoor rd",09h 00m,04:30,Kalasipalyam,"4.0
92",INR 649,7 Seats available,1 Single
72,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,P K Travels,A/C Sleeper (2+1),20:00,"Ksrtc b s, mavoor rd",10h 00m,06:00,Kalasipalyam,"4.1
218",INR 850,22 Seats available,6 Single
73,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Silver Line Travels,Non A/C Seater / Sleeper (2+1),20:00,"Ksrtc b s, mavoor rd",09h 10m,05:10,Kalasipalyam,4.2,665,17 Seats available,4 Single
74,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,FAST LINE BUS,A/C Sleeper (2+1),21:15,"Ksrtc b s, mavoor rd",09h 00m,06:15,Madiwala,"4.2
41",2429,34 Seats available,10 Single
75,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,P K Travels,A/C Seater / Sleeper (2+1),21:45,"Ksrtc b s, mavoor rd",09h 00m,06:45,Electronic City,"3.5
36",INR 800,32 Seats available,4 Single
76,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,NS Transports,VE A/C Sleeper (2+1),20:15,"Ksrtc b s, mavoor rd",10h 15m,06:30,White Field,"3.6
116",INR 899,18 Seats available,3 Single
77,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Suraj Holidays,VE A/C Sleeper (2+1),22:00,"Ksrtc b s, mavoor rd",09h 15m,07:15,Madiwala,"3.3
277",INR 880,15 Seats available,4 Single
78,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,National travels and logistics,NON A/C Sleeper (2+1),20:45,"Ksrtc b s, mavoor rd",09h 30m,06:15,Madiwala,"3.7
200",599,18 Seats available,5 Single
79,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),21:30,"Ksrtc b s, mavoor rd",09h 00m,06:30,Satellite Bus Stand,"3.6
71",INR 899,23 Seats available,7 Single
80,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,P K Travels,Non A/C Seater / Sleeper (2+1),21:00,"Ksrtc b s, mavoor rd",09h 00m,06:00,Satellite Bus Stand,"3.7
66",INR 700,12 Seats available,5 Window
81,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,DA Transports,A/C Sleeper (2+1),21:50,"Ksrtc b s, mavoor rd",08h 55m,06:45,Mysore Bank Circle,"3.7
38",INR 899,25 Seats available,
82,KSRTC (Kerala),https://www.redbus.in/online-booking/ksrtc-kerala,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),21:10,"Ksrtc b s, mavoor rd",10h 05m,07:15,Madiwala,"3.3
83",INR 899,17 Seats available,7 Single
